,statement,1,2,3,4,5,6,7,8,score
56304,0*7212=0,0,*,7,2,1,2,=,0,6
56305,7213*0=0,7,2,1,3,*,0,=,0,7
56306,0*7213=0,0,*,7,2,1,3,=,0,7
56307,7214*0=0,7,2,1,4,*,0,=,0,7
56308,0*7214=0,0,*,7,2,1,4,=,0,7
56309,7215*0=0,7,2,1,5,*,0,=,0,7
56310,0*7215=0,0,*,7,2,1,5,=,0,7
56311,7216*0=0,7,2,1,6,*,0,=,0,7
56312,0*7216=0,0,*,7,2,1,6,=,0,7
56313,7217*0=0,7,2,1,7,*,0,=,0,6
56314,0*7217=0,0,*,7,2,1,7,=,0,6
56315,7218*0=0,7,2,1,8,*,0,=,0,7
56316,0*7218=0,0,*,7,2,1,8,=,0,7
56317,7219*0=0,7,2,1,9,*,0,=,0,7
56318,0*7219=0,0,*,7,2,1,9,=,0,7
56319,7220*0=0,7,2,2,0,*,0,=,0,5
56320,0*7220=0,0,*,7,2,2,0,=,0,5
56321,7221*0=0,7,2,2,1,*,0,=,0,6
56322,0*7221=0,0,*,7,2,2,1,=,0,6
56323,7222*0=0,7,2,2,2,*,0,=,0,5
56324,0*7222=0,0,*,7,2,2,2,=,0,5
56325,7223*0=0,7,2,2,3,*,0,=,0,6
56326,0*7223=0,0,*,7,2,2,3,=,0,6
56327,7224*0=0,7,2,2,4,*,0,=,0,6
56328,0*7224=0,0,*,7,2,2,4,=,0,6
56329,7225*0=0,7,2,2,5,*,0,=,0,6
56330,0*7225=0,0,*,7,2,2,5,=,0,6
56331,7226*0=0,7,2,2,6,*,0,=,0,6
56332,0*7226=0,0,*,7,2,2,6,=,0,6
56333,7227*0=0,7,2,2,7,*,0,=,0,5
56334,0*7227=0,0,*,7,2,2,7,=,0,5
56335,7228*0=0,7,2,2,8,*,0,=,0,6
56336,0*7228=0,0,*,7,2,2,8,=,0,6
56337,7229*0=0,7,2,2,9,*,0,=,0,6
56338,0*7229=0,0,*,7,2,2,9,=,0,6
56339,7230*0=0,7,2,3,0,*,0,=,0,6
56340,0*7230=0,0,*,7,2,3,0,=,0,6
56341,7231*0=0,7,2,3,1,*,0,=,0,7
56342,0*7231=0,0,*,7,2,3,1,=,0,7
56343,7232*0=0,7,2,3,2,*,0,=,0,6
56344,0*7232=0,0,*,7,2,3,2,=,0,6
56345,7233*0=0,7,2,3,3,*,0,=,0,6
56346,0*7233=0,0,*,7,2,3,3,=,0,6
56347,7234*0=0,7,2,3,4,*,0,=,0,7
56348,0*7234=0,0,*,7,2,3,4,=,0,7
56349,7235*0=0,7,2,3,5,*,0,=,0,7
56350,0*7235=0,0,*,7,2,3,5,=,0,7
56351,7236*0=0,7,2,3,6,*,0,=,0,7
56352,0*7236=0,0,*,7,2,3,6,=,0,7
56353,7237*0=0,7,2,3,7,*,0,=,0,6
56354,0*7237=0,0,*,7,2,3,7,=,0,6
56355,7238*0=0,7,2,3,8,*,0,=,0,7
56356,0*7238=0,0,*,7,2,3,8,=,0,7
56357,7239*0=0,7,2,3,9,*,0,=,0,7
56358,0*7239=0,0,*,7,2,3,9,=,0,7
56359,7240*0=0,7,2,4,0,*,0,=,0,6
56360,0*7240=0,0,*,7,2,4,0,=,0,6
56361,7241*0=0,7,2,4,1,*,0,=,0,7
56362,0*7241=0,0,*,7,2,4,1,=,0,7
56363,7242*0=0,7,2,4,2,*,0,=,0,6
56364,0*7242=0,0,*,7,2,4,2,=,0,6
56365,7243*0=0,7,2,4,3,*,0,=,0,7
56366,0*7243=0,0,*,7,2,4,3,=,0,7
56367,7244*0=0,7,2,4,4,*,0,=,0,6
56368,0*7244=0,0,*,7,2,4,4,=,0,6
56369,7245*0=0,7,2,4,5,*,0,=,0,7
56370,0*7245=0,0,*,7,2,4,5,=,0,7
56371,7246*0=0,7,2,4,6,*,0,=,0,7
56372,0*7246=0,0,*,7,2,4,6,=,0,7
56373,7247*0=0,7,2,4,7,*,0,=,0,6
56374,0*7247=0,0,*,7,2,4,7,=,0,6
56375,7248*0=0,7,2,4,8,*,0,=,0,7
56376,0*7248=0,0,*,7,2,4,8,=,0,7
56377,7249*0=0,7,2,4,9,*,0,=,0,7
56378,0*7249=0,0,*,7,2,4,9,=,0,7
56379,7250*0=0,7,2,5,0,*,0,=,0,6
56380,0*7250=0,0,*,7,2,5,0,=,0,6
56381,7251*0=0,7,2,5,1,*,0,=,0,7
56382,0*7251=0,0,*,7,2,5,1,=,0,7
56383,7252*0=0,7,2,5,2,*,0,=,0,6
56384,0*7252=0,0,*,7,2,5,2,=,0,6
56385,7253*0=0,7,2,5,3,*,0,=,0,7
56386,0*7253=0,0,*,7,2,5,3,=,0,7
56387,7254*0=0,7,2,5,4,*,0,=,0,7
56388,0*7254=0,0,*,7,2,5,4,=,0,7
56389,7255*0=0,7,2,5,5,*,0,=,0,6
56390,0*7255=0,0,*,7,2,5,5,=,0,6
56391,7256*0=0,7,2,5,6,*,0,=,0,7
56392,0*7256=0,0,*,7,2,5,6,=,0,7
56393,7257*0=0,7,2,5,7,*,0,=,0,6
56394,0*7257=0,0,*,7,2,5,7,=,0,6
56395,7258*0=0,7,2,5,8,*,0,=,0,7
56396,0*7258=0,0,*,7,2,5,8,=,0,7
56397,7259*0=0,7,2,5,9,*,0,=,0,7
56398,0*7259=0,0,*,7,2,5,9,=,0,7
56399,7260*0=0,7,2,6,0,*,0,=,0,6
56400,0*7260=0,0,*,7,2,6,0,=,0,6
56401,7261*0=0,7,2,6,1,*,0,=,0,7
56402,0*7261=0,0,*,7,2,6,1,=,0,7
56403,7262*0=0,7,2,6,2,*,0,=,0,6
56404,0*7262=0,0,*,7,2,6,2,=,0,6
56405,7263*0=0,7,2,6,3,*,0,=,0,7
56406,0*7263=0,0,*,7,2,6,3,=,0,7
56407,7264*0=0,7,2,6,4,*,0,=,0,7
56408,0*7264=0,0,*,7,2,6,4,=,0,7
56409,7265*0=0,7,2,6,5,*,0,=,0,7
56410,0*7265=0,0,*,7,2,6,5,=,0,7
56411,7266*0=0,7,2,6,6,*,0,=,0,6
56412,0*7266=0,0,*,7,2,6,6,=,0,6
56413,7267*0=0,7,2,6,7,*,0,=,0,6
56414,0*7267=0,0,*,7,2,6,7,=,0,6
56415,7268*0=0,7,2,6,8,*,0,=,0,7
56416,0*7268=0,0,*,7,2,6,8,=,0,7
56417,7269*0=0,7,2,6,9,*,0,=,0,7
56418,0*7269=0,0,*,7,2,6,9,=,0,7
56419,7270*0=0,7,2,7,0,*,0,=,0,5
56420,0*7270=0,0,*,7,2,7,0,=,0,5
56421,7271*0=0,7,2,7,1,*,0,=,0,6
56422,0*7271=0,0,*,7,2,7,1,=,0,6
56423,7272*0=0,7,2,7,2,*,0,=,0,5
56424,0*7272=0,0,*,7,2,7,2,=,0,5
56425,7273*0=0,7,2,7,3,*,0,=,0,6
56426,0*7273=0,0,*,7,2,7,3,=,0,6
56427,7274*0=0,7,2,7,4,*,0,=,0,6
56428,0*7274=0,0,*,7,2,7,4,=,0,6
56429,7275*0=0,7,2,7,5,*,0,=,0,6
56430,0*7275=0,0,*,7,2,7,5,=,0,6
56431,7276*0=0,7,2,7,6,*,0,=,0,6
56432,0*7276=0,0,*,7,2,7,6,=,0,6
56433,7277*0=0,7,2,7,7,*,0,=,0,5
56434,0*7277=0,0,*,7,2,7,7,=,0,5
56435,7278*0=0,7,2,7,8,*,0,=,0,6
56436,0*7278=0,0,*,7,2,7,8,=,0,6
56437,7279*0=0,7,2,7,9,*,0,=,0,6
56438,0*7279=0,0,*,7,2,7,9,=,0,6
56439,7280*0=0,7,2,8,0,*,0,=,0,6
56440,0*7280=0,0,*,7,2,8,0,=,0,6
56441,7281*0=0,7,2,8,1,*,0,=,0,7
56442,0*7281=0,0,*,7,2,8,1,=,0,7
56443,7282*0=0,7,2,8,2,*,0,=,0,6
56444,0*7282=0,0,*,7,2,8,2,=,0,6
56445,7283*0=0,7,2,8,3,*,0,=,0,7
56446,0*7283=0,0,*,7,2,8,3,=,0,7
56447,7284*0=0,7,2,8,4,*,0,=,0,7
56448,0*7284=0,0,*,7,2,8,4,=,0,7
56449,7285*0=0,7,2,8,5,*,0,=,0,7
56450,0*7285=0,0,*,7,2,8,5,=,0,7
56451,7286*0=0,7,2,8,6,*,0,=,0,7
56452,0*7286=0,0,*,7,2,8,6,=,0,7
56453,7287*0=0,7,2,8,7,*,0,=,0,6
56454,0*7287=0,0,*,7,2,8,7,=,0,6
56455,7288*0=0,7,2,8,8,*,0,=,0,6
56456,0*7288=0,0,*,7,2,8,8,=,0,6
56457,7289*0=0,7,2,8,9,*,0,=,0,7
56458,0*7289=0,0,*,7,2,8,9,=,0,7
56459,7290*0=0,7,2,9,0,*,0,=,0,6
56460,0*7290=0,0,*,7,2,9,0,=,0,6
56461,7291*0=0,7,2,9,1,*,0,=,0,7
56462,0*7291=0,0,*,7,2,9,1,=,0,7
56463,7292*0=0,7,2,9,2,*,0,=,0,6
56464,0*7292=0,0,*,7,2,9,2,=,0,6
56465,7293*0=0,7,2,9,3,*,0,=,0,7
56466,0*7293=0,0,*,7,2,9,3,=,0,7
56467,7294*0=0,7,2,9,4,*,0,=,0,7
56468,0*7294=0,0,*,7,2,9,4,=,0,7
56469,7295*0=0,7,2,9,5,*,0,=,0,7
56470,0*7295=0,0,*,7,2,9,5,=,0,7
56471,7296*0=0,7,2,9,6,*,0,=,0,7
56472,0*7296=0,0,*,7,2,9,6,=,0,7
56473,7297*0=0,7,2,9,7,*,0,=,0,6
56474,0*7297=0,0,*,7,2,9,7,=,0,6
56475,7298*0=0,7,2,9,8,*,0,=,0,7
56476,0*7298=0,0,*,7,2,9,8,=,0,7
56477,7299*0=0,7,2,9,9,*,0,=,0,6
56478,0*7299=0,0,*,7,2,9,9,=,0,6
56479,7300*0=0,7,3,0,0,*,0,=,0,5
56480,0*7300=0,0,*,7,3,0,0,=,0,5
56481,7301*0=0,7,3,0,1,*,0,=,0,6
56482,0*7301=0,0,*,7,3,0,1,=,0,6
56483,7302*0=0,7,3,0,2,*,0,=,0,6
56484,0*7302=0,0,*,7,3,0,2,=,0,6
56485,7303*0=0,7,3,0,3,*,0,=,0,5
56486,0*7303=0,0,*,7,3,0,3,=,0,5
56487,7304*0=0,7,3,0,4,*,0,=,0,6
56488,0*7304=0,0,*,7,3,0,4,=,0,6
56489,7305*0=0,7,3,0,5,*,0,=,0,6
56490,0*7305=0,0,*,7,3,0,5,=,0,6
56491,7306*0=0,7,3,0,6,*,0,=,0,6
56492,0*7306=0,0,*,7,3,0,6,=,0,6
56493,7307*0=0,7,3,0,7,*,0,=,0,5
56494,0*7307=0,0,*,7,3,0,7,=,0,5
56495,7308*0=0,7,3,0,8,*,0,=,0,6
56496,0*7308=0,0,*,7,3,0,8,=,0,6
56497,7309*0=0,7,3,0,9,*,0,=,0,6
56498,0*7309=0,0,*,7,3,0,9,=,0,6
56499,7310*0=0,7,3,1,0,*,0,=,0,6
56500,0*7310=0,0,*,7,3,1,0,=,0,6
56501,7311*0=0,7,3,1,1,*,0,=,0,6
56502,0*7311=0,0,*,7,3,1,1,=,0,6
56503,7312*0=0,7,3,1,2,*,0,=,0,7
56504,0*7312=0,0,*,7,3,1,2,=,0,7
56505,7313*0=0,7,3,1,3,*,0,=,0,6
56506,0*7313=0,0,*,7,3,1,3,=,0,6
56507,7314*0=0,7,3,1,4,*,0,=,0,7
56508,0*7314=0,0,*,7,3,1,4,=,0,7
56509,7315*0=0,7,3,1,5,*,0,=,0,7
56510,0*7315=0,0,*,7,3,1,5,=,0,7
56511,7316*0=0,7,3,1,6,*,0,=,0,7
56512,0*7316=0,0,*,7,3,1,6,=,0,7
56513,7317*0=0,7,3,1,7,*,0,=,0,6
56514,0*7317=0,0,*,7,3,1,7,=,0,6
56515,7318*0=0,7,3,1,8,*,0,=,0,7
56516,0*7318=0,0,*,7,3,1,8,=,0,7
56517,7319*0=0,7,3,1,9,*,0,=,0,7
56518,0*7319=0,0,*,7,3,1,9,=,0,7
56519,7320*0=0,7,3,2,0,*,0,=,0,6
56520,0*7320=0,0,*,7,3,2,0,=,0,6
56521,7321*0=0,7,3,2,1,*,0,=,0,7
56522,0*7321=0,0,*,7,3,2,1,=,0,7
56523,7322*0=0,7,3,2,2,*,0,=,0,6
56524,0*7322=0,0,*,7,3,2,2,=,0,6
56525,7323*0=0,7,3,2,3,*,0,=,0,6
56526,0*7323=0,0,*,7,3,2,3,=,0,6
56527,7324*0=0,7,3,2,4,*,0,=,0,7
56528,0*7324=0,0,*,7,3,2,4,=,0,7
56529,7325*0=0,7,3,2,5,*,0,=,0,7
56530,0*7325=0,0,*,7,3,2,5,=,0,7
56531,7326*0=0,7,3,2,6,*,0,=,0,7
56532,0*7326=0,0,*,7,3,2,6,=,0,7
56533,7327*0=0,7,3,2,7,*,0,=,0,6
56534,0*7327=0,0,*,7,3,2,7,=,0,6
56535,7328*0=0,7,3,2,8,*,0,=,0,7
56536,0*7328=0,0,*,7,3,2,8,=,0,7
56537,7329*0=0,7,3,2,9,*,0,=,0,7
56538,0*7329=0,0,*,7,3,2,9,=,0,7
56539,7330*0=0,7,3,3,0,*,0,=,0,5
56540,0*7330=0,0,*,7,3,3,0,=,0,5
56541,7331*0=0,7,3,3,1,*,0,=,0,6
56542,0*7331=0,0,*,7,3,3,1,=,0,6
56543,7332*0=0,7,3,3,2,*,0,=,0,6
56544,0*7332=0,0,*,7,3,3,2,=,0,6
56545,7333*0=0,7,3,3,3,*,0,=,0,5
56546,0*7333=0,0,*,7,3,3,3,=,0,5
56547,7334*0=0,7,3,3,4,*,0,=,0,6
56548,0*7334=0,0,*,7,3,3,4,=,0,6
56549,7335*0=0,7,3,3,5,*,0,=,0,6
56550,0*7335=0,0,*,7,3,3,5,=,0,6
56551,7336*0=0,7,3,3,6,*,0,=,0,6
56552,0*7336=0,0,*,7,3,3,6,=,0,6
56553,7337*0=0,7,3,3,7,*,0,=,0,5
56554,0*7337=0,0,*,7,3,3,7,=,0,5
56555,7338*0=0,7,3,3,8,*,0,=,0,6
56556,0*7338=0,0,*,7,3,3,8,=,0,6
56557,7339*0=0,7,3,3,9,*,0,=,0,6
56558,0*7339=0,0,*,7,3,3,9,=,0,6
56559,7340*0=0,7,3,4,0,*,0,=,0,6
56560,0*7340=0,0,*,7,3,4,0,=,0,6
56561,7341*0=0,7,3,4,1,*,0,=,0,7
56562,0*7341=0,0,*,7,3,4,1,=,0,7
56563,7342*0=0,7,3,4,2,*,0,=,0,7
56564,0*7342=0,0,*,7,3,4,2,=,0,7
56565,7343*0=0,7,3,4,3,*,0,=,0,6
56566,0*7343=0,0,*,7,3,4,3,=,0,6
56567,7344*0=0,7,3,4,4,*,0,=,0,6
56568,0*7344=0,0,*,7,3,4,4,=,0,6
56569,7345*0=0,7,3,4,5,*,0,=,0,7
56570,0*7345=0,0,*,7,3,4,5,=,0,7
56571,7346*0=0,7,3,4,6,*,0,=,0,7
56572,0*7346=0,0,*,7,3,4,6,=,0,7
56573,7347*0=0,7,3,4,7,*,0,=,0,6
56574,0*7347=0,0,*,7,3,4,7,=,0,6
56575,7348*0=0,7,3,4,8,*,0,=,0,7
56576,0*7348=0,0,*,7,3,4,8,=,0,7
56577,7349*0=0,7,3,4,9,*,0,=,0,7
56578,0*7349=0,0,*,7,3,4,9,=,0,7
56579,7350*0=0,7,3,5,0,*,0,=,0,6
56580,0*7350=0,0,*,7,3,5,0,=,0,6
56581,7351*0=0,7,3,5,1,*,0,=,0,7
56582,0*7351=0,0,*,7,3,5,1,=,0,7
56583,7352*0=0,7,3,5,2,*,0,=,0,7
56584,0*7352=0,0,*,7,3,5,2,=,0,7
56585,7353*0=0,7,3,5,3,*,0,=,0,6
56586,0*7353=0,0,*,7,3,5,3,=,0,6
56587,7354*0=0,7,3,5,4,*,0,=,0,7
56588,0*7354=0,0,*,7,3,5,4,=,0,7
56589,7355*0=0,7,3,5,5,*,0,=,0,6
56590,0*7355=0,0,*,7,3,5,5,=,0,6
56591,7356*0=0,7,3,5,6,*,0,=,0,7
56592,0*7356=0,0,*,7,3,5,6,=,0,7
56593,7357*0=0,7,3,5,7,*,0,=,0,6
56594,0*7357=0,0,*,7,3,5,7,=,0,6
56595,7358*0=0,7,3,5,8,*,0,=,0,7
56596,0*7358=0,0,*,7,3,5,8,=,0,7
56597,7359*0=0,7,3,5,9,*,0,=,0,7
56598,0*7359=0,0,*,7,3,5,9,=,0,7
56599,7360*0=0,7,3,6,0,*,0,=,0,6
56600,0*7360=0,0,*,7,3,6,0,=,0,6
56601,7361*0=0,7,3,6,1,*,0,=,0,7
56602,0*7361=0,0,*,7,3,6,1,=,0,7
56603,7362*0=0,7,3,6,2,*,0,=,0,7
56604,0*7362=0,0,*,7,3,6,2,=,0,7
56605,7363*0=0,7,3,6,3,*,0,=,0,6
56606,0*7363=0,0,*,7,3,6,3,=,0,6
56607,7364*0=0,7,3,6,4,*,0,=,0,7
56608,0*7364=0,0,*,7,3,6,4,=,0,7
56609,7365*0=0,7,3,6,5,*,0,=,0,7
56610,0*7365=0,0,*,7,3,6,5,=,0,7
56611,7366*0=0,7,3,6,6,*,0,=,0,6
56612,0*7366=0,0,*,7,3,6,6,=,0,6
56613,7367*0=0,7,3,6,7,*,0,=,0,6
56614,0*7367=0,0,*,7,3,6,7,=,0,6
56615,7368*0=0,7,3,6,8,*,0,=,0,7
56616,0*7368=0,0,*,7,3,6,8,=,0,7
56617,7369*0=0,7,3,6,9,*,0,=,0,7
56618,0*7369=0,0,*,7,3,6,9,=,0,7
56619,7370*0=0,7,3,7,0,*,0,=,0,5
56620,0*7370=0,0,*,7,3,7,0,=,0,5
56621,7371*0=0,7,3,7,1,*,0,=,0,6
56622,0*7371=0,0,*,7,3,7,1,=,0,6
56623,7372*0=0,7,3,7,2,*,0,=,0,6
56624,0*7372=0,0,*,7,3,7,2,=,0,6
56625,7373*0=0,7,3,7,3,*,0,=,0,5
56626,0*7373=0,0,*,7,3,7,3,=,0,5
56627,7374*0=0,7,3,7,4,*,0,=,0,6
56628,0*7374=0,0,*,7,3,7,4,=,0,6
56629,7375*0=0,7,3,7,5,*,0,=,0,6
56630,0*7375=0,0,*,7,3,7,5,=,0,6
56631,7376*0=0,7,3,7,6,*,0,=,0,6
56632,0*7376=0,0,*,7,3,7,6,=,0,6
56633,7377*0=0,7,3,7,7,*,0,=,0,5
56634,0*7377=0,0,*,7,3,7,7,=,0,5
56635,7378*0=0,7,3,7,8,*,0,=,0,6
56636,0*7378=0,0,*,7,3,7,8,=,0,6
56637,7379*0=0,7,3,7,9,*,0,=,0,6
56638,0*7379=0,0,*,7,3,7,9,=,0,6
56639,7380*0=0,7,3,8,0,*,0,=,0,6
56640,0*7380=0,0,*,7,3,8,0,=,0,6
56641,7381*0=0,7,3,8,1,*,0,=,0,7
56642,0*7381=0,0,*,7,3,8,1,=,0,7
56643,7382*0=0,7,3,8,2,*,0,=,0,7
56644,0*7382=0,0,*,7,3,8,2,=,0,7
56645,7383*0=0,7,3,8,3,*,0,=,0,6
56646,0*7383=0,0,*,7,3,8,3,=,0,6
56647,7384*0=0,7,3,8,4,*,0,=,0,7
56648,0*7384=0,0,*,7,3,8,4,=,0,7
56649,7385*0=0,7,3,8,5,*,0,=,0,7
56650,0*7385=0,0,*,7,3,8,5,=,0,7
56651,7386*0=0,7,3,8,6,*,0,=,0,7
56652,0*7386=0,0,*,7,3,8,6,=,0,7
56653,7387*0=0,7,3,8,7,*,0,=,0,6
56654,0*7387=0,0,*,7,3,8,7,=,0,6
56655,7388*0=0,7,3,8,8,*,0,=,0,6
56656,0*7388=0,0,*,7,3,8,8,=,0,6
56657,7389*0=0,7,3,8,9,*,0,=,0,7
56658,0*7389=0,0,*,7,3,8,9,=,0,7
56659,7390*0=0,7,3,9,0,*,0,=,0,6
56660,0*7390=0,0,*,7,3,9,0,=,0,6
56661,7391*0=0,7,3,9,1,*,0,=,0,7
56662,0*7391=0,0,*,7,3,9,1,=,0,7
56663,7392*0=0,7,3,9,2,*,0,=,0,7
56664,0*7392=0,0,*,7,3,9,2,=,0,7
56665,7393*0=0,7,3,9,3,*,0,=,0,6
56666,0*7393=0,0,*,7,3,9,3,=,0,6
56667,7394*0=0,7,3,9,4,*,0,=,0,7
56668,0*7394=0,0,*,7,3,9,4,=,0,7
56669,7395*0=0,7,3,9,5,*,0,=,0,7
56670,0*7395=0,0,*,7,3,9,5,=,0,7
56671,7396*0=0,7,3,9,6,*,0,=,0,7
56672,0*7396=0,0,*,7,3,9,6,=,0,7
56673,7397*0=0,7,3,9,7,*,0,=,0,6
56674,0*7397=0,0,*,7,3,9,7,=,0,6
56675,7398*0=0,7,3,9,8,*,0,=,0,7
56676,0*7398=0,0,*,7,3,9,8,=,0,7
56677,7399*0=0,7,3,9,9,*,0,=,0,6
56678,0*7399=0,0,*,7,3,9,9,=,0,6
56679,7400*0=0,7,4,0,0,*,0,=,0,5
56680,0*7400=0,0,*,7,4,0,0,=,0,5
56681,7401*0=0,7,4,0,1,*,0,=,0,6
56682,0*7401=0,0,*,7,4,0,1,=,0,6
56683,7402*0=0,7,4,0,2,*,0,=,0,6
56684,0*7402=0,0,*,7,4,0,2,=,0,6
56685,7403*0=0,7,4,0,3,*,0,=,0,6
56686,0*7403=0,0,*,7,4,0,3,=,0,6
56687,7404*0=0,7,4,0,4,*,0,=,0,5
56688,0*7404=0,0,*,7,4,0,4,=,0,5
56689,7405*0=0,7,4,0,5,*,0,=,0,6
56690,0*7405=0,0,*,7,4,0,5,=,0,6
56691,7406*0=0,7,4,0,6,*,0,=,0,6
56692,0*7406=0,0,*,7,4,0,6,=,0,6
56693,7407*0=0,7,4,0,7,*,0,=,0,5
56694,0*7407=0,0,*,7,4,0,7,=,0,5
56695,7408*0=0,7,4,0,8,*,0,=,0,6
56696,0*7408=0,0,*,7,4,0,8,=,0,6
56697,7409*0=0,7,4,0,9,*,0,=,0,6
56698,0*7409=0,0,*,7,4,0,9,=,0,6
56699,7410*0=0,7,4,1,0,*,0,=,0,6
56700,0*7410=0,0,*,7,4,1,0,=,0,6
56701,7411*0=0,7,4,1,1,*,0,=,0,6
56702,0*7411=0,0,*,7,4,1,1,=,0,6
56703,7412*0=0,7,4,1,2,*,0,=,0,7
56704,0*7412=0,0,*,7,4,1,2,=,0,7
56705,7413*0=0,7,4,1,3,*,0,=,0,7
56706,0*7413=0,0,*,7,4,1,3,=,0,7
56707,7414*0=0,7,4,1,4,*,0,=,0,6
56708,0*7414=0,0,*,7,4,1,4,=,0,6
56709,7415*0=0,7,4,1,5,*,0,=,0,7
56710,0*7415=0,0,*,7,4,1,5,=,0,7
56711,7416*0=0,7,4,1,6,*,0,=,0,7
56712,0*7416=0,0,*,7,4,1,6,=,0,7
56713,7417*0=0,7,4,1,7,*,0,=,0,6
56714,0*7417=0,0,*,7,4,1,7,=,0,6
56715,7418*0=0,7,4,1,8,*,0,=,0,7
56716,0*7418=0,0,*,7,4,1,8,=,0,7
56717,7419*0=0,7,4,1,9,*,0,=,0,7
56718,0*7419=0,0,*,7,4,1,9,=,0,7
56719,7420*0=0,7,4,2,0,*,0,=,0,6
56720,0*7420=0,0,*,7,4,2,0,=,0,6
56721,7421*0=0,7,4,2,1,*,0,=,0,7
56722,0*7421=0,0,*,7,4,2,1,=,0,7
56723,7422*0=0,7,4,2,2,*,0,=,0,6
56724,0*7422=0,0,*,7,4,2,2,=,0,6
56725,7423*0=0,7,4,2,3,*,0,=,0,7
56726,0*7423=0,0,*,7,4,2,3,=,0,7
56727,7424*0=0,7,4,2,4,*,0,=,0,6
56728,0*7424=0,0,*,7,4,2,4,=,0,6
56729,7425*0=0,7,4,2,5,*,0,=,0,7
56730,0*7425=0,0,*,7,4,2,5,=,0,7
56731,7426*0=0,7,4,2,6,*,0,=,0,7
56732,0*7426=0,0,*,7,4,2,6,=,0,7
56733,7427*0=0,7,4,2,7,*,0,=,0,6
56734,0*7427=0,0,*,7,4,2,7,=,0,6
56735,7428*0=0,7,4,2,8,*,0,=,0,7
56736,0*7428=0,0,*,7,4,2,8,=,0,7
56737,7429*0=0,7,4,2,9,*,0,=,0,7
56738,0*7429=0,0,*,7,4,2,9,=,0,7
56739,7430*0=0,7,4,3,0,*,0,=,0,6
56740,0*7430=0,0,*,7,4,3,0,=,0,6
56741,7431*0=0,7,4,3,1,*,0,=,0,7
56742,0*7431=0,0,*,7,4,3,1,=,0,7
56743,7432*0=0,7,4,3,2,*,0,=,0,7
56744,0*7432=0,0,*,7,4,3,2,=,0,7
56745,7433*0=0,7,4,3,3,*,0,=,0,6
56746,0*7433=0,0,*,7,4,3,3,=,0,6
56747,7434*0=0,7,4,3,4,*,0,=,0,6
56748,0*7434=0,0,*,7,4,3,4,=,0,6
56749,7435*0=0,7,4,3,5,*,0,=,0,7
56750,0*7435=0,0,*,7,4,3,5,=,0,7
56751,7436*0=0,7,4,3,6,*,0,=,0,7
56752,0*7436=0,0,*,7,4,3,6,=,0,7
56753,7437*0=0,7,4,3,7,*,0,=,0,6
56754,0*7437=0,0,*,7,4,3,7,=,0,6
56755,7438*0=0,7,4,3,8,*,0,=,0,7
56756,0*7438=0,0,*,7,4,3,8,=,0,7
56757,7439*0=0,7,4,3,9,*,0,=,0,7
56758,0*7439=0,0,*,7,4,3,9,=,0,7
56759,7440*0=0,7,4,4,0,*,0,=,0,5
56760,0*7440=0,0,*,7,4,4,0,=,0,5
56761,7441*0=0,7,4,4,1,*,0,=,0,6
56762,0*7441=0,0,*,7,4,4,1,=,0,6
56763,7442*0=0,7,4,4,2,*,0,=,0,6
56764,0*7442=0,0,*,7,4,4,2,=,0,6
56765,7443*0=0,7,4,4,3,*,0,=,0,6
56766,0*7443=0,0,*,7,4,4,3,=,0,6
56767,7444*0=0,7,4,4,4,*,0,=,0,5
56768,0*7444=0,0,*,7,4,4,4,=,0,5
56769,7445*0=0,7,4,4,5,*,0,=,0,6
56770,0*7445=0,0,*,7,4,4,5,=,0,6
56771,7446*0=0,7,4,4,6,*,0,=,0,6
56772,0*7446=0,0,*,7,4,4,6,=,0,6
56773,7447*0=0,7,4,4,7,*,0,=,0,5
56774,0*7447=0,0,*,7,4,4,7,=,0,5
56775,7448*0=0,7,4,4,8,*,0,=,0,6
56776,0*7448=0,0,*,7,4,4,8,=,0,6
56777,7449*0=0,7,4,4,9,*,0,=,0,6
56778,0*7449=0,0,*,7,4,4,9,=,0,6
56779,7450*0=0,7,4,5,0,*,0,=,0,6
56780,0*7450=0,0,*,7,4,5,0,=,0,6
56781,7451*0=0,7,4,5,1,*,0,=,0,7
56782,0*7451=0,0,*,7,4,5,1,=,0,7
56783,7452*0=0,7,4,5,2,*,0,=,0,7
56784,0*7452=0,0,*,7,4,5,2,=,0,7
56785,7453*0=0,7,4,5,3,*,0,=,0,7
56786,0*7453=0,0,*,7,4,5,3,=,0,7
56787,7454*0=0,7,4,5,4,*,0,=,0,6
56788,0*7454=0,0,*,7,4,5,4,=,0,6
56789,7455*0=0,7,4,5,5,*,0,=,0,6
56790,0*7455=0,0,*,7,4,5,5,=,0,6
56791,7456*0=0,7,4,5,6,*,0,=,0,7
56792,0*7456=0,0,*,7,4,5,6,=,0,7
56793,7457*0=0,7,4,5,7,*,0,=,0,6
56794,0*7457=0,0,*,7,4,5,7,=,0,6
56795,7458*0=0,7,4,5,8,*,0,=,0,7
56796,0*7458=0,0,*,7,4,5,8,=,0,7
56797,7459*0=0,7,4,5,9,*,0,=,0,7
56798,0*7459=0,0,*,7,4,5,9,=,0,7
56799,7460*0=0,7,4,6,0,*,0,=,0,6
56800,0*7460=0,0,*,7,4,6,0,=,0,6
56801,7461*0=0,7,4,6,1,*,0,=,0,7
56802,0*7461=0,0,*,7,4,6,1,=,0,7
